,Name,char,seiyuu
33656,Kannagi,Jin Mikuriya , Hiro Shimono
33657,Kannagi, Nagi , Haruka Tomatsu
33658,Kannagi, Daitetsu Hibiki , Takanori Hoshino
33659,Kannagi, Meguru Akiba , Tetsuya Kakihara
33660,Kannagi, Shino Ookouchi , Mai Nakahara
33661,Kannagi, Takako Kimura , Risa Hayamizu
33662,Kannagi, Tsugumi Aoba , Miyuki Sawashiro
33663,Kannagi, Zange , Kana Hanazawa
33672,Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue,Collet Farandole , Satomi Satou
33673,Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue, Yue Ayase , Natsuko Kuwatani
33674,Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue, Beatrix Monroe , Kana Hanazawa
33675,Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue, Emily Sevensheep , Ayana Taketatsu
33676,Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue, J Von Katz , Rei Matsuzaki
33678,Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue, S Du Chat , Seiko Yoshida
33679,Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue, Seras , Masako Katsuki
33688,Persona 5 The Animation: The Day Breakers,Anne Takamaki , Nana Mizuki
33690,Persona 5 The Animation: The Day Breakers, Morgana , Ikue Ootani
33692,Persona 5 The Animation: The Day Breakers, Ryuuji Sakamoto , Mamoru Miyano
33693,Persona 5 The Animation: The Day Breakers, Yusuke Kitagawa , Tomokazu Sugita
33695,Persona 5 The Animation: The Day Breakers, Goro Akechi , Souichirou Hoshi
33712,Kimagure Orange Road,Hikaru Hiyama , Eriko Hara
33713,Kimagure Orange Road, Kyosuke Kasuga , Tooru Furuya
33714,Kimagure Orange Road, Madoka Ayukawa , Hiromi Tsuru
33715,Kimagure Orange Road, Jingoro , Kenichi Ogata
33716,Kimagure Orange Road, Kazuya Hatta , Naoki Tatsuta
33717,Kimagure Orange Road, Kurumi Kasuga , Chieko Honda
33718,Kimagure Orange Road, Manami Kasuga , Michie Tomizawa
33719,Kimagure Orange Road, Master , Yusaku Yara
33729,One Piece Recap,Brook , Choo
33730,One Piece Recap, Franky , Kazuki Yao
33731,One Piece Recap, Monkey D. Luffy , Mayumi Tanaka
33732,One Piece Recap, Nami , Akemi Okamura
33733,One Piece Recap, Robin Nico , Yuriko Yamaguchi
33734,One Piece Recap, Sanji , Hiroaki Hirata
33735,One Piece Recap, Tony Tony Chopper , Ikue Ootani
33736,One Piece Recap, Usopp , Kappei Yamaguchi
33738,Tower of Druaga: the Sword of Uruk,Fatina , Yui Horie
33739,Tower of Druaga: the Sword of Uruk, Henaro , Kana Hanazawa
33740,Tower of Druaga: the Sword of Uruk, Jil , Kenn
33741,Tower of Druaga: the Sword of Uruk, Kai , Akiko Yajima
33742,Tower of Druaga: the Sword of Uruk, Utu , Hiroki Yasumoto
33743,Tower of Druaga: the Sword of Uruk, Acra , Kazato Tomizawa
33744,Tower of Druaga: the Sword of Uruk, Amina , Wendy Powell
33745,Tower of Druaga: the Sword of Uruk, Coopa , Minori Chihara
33753,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,Dororo , Takeshi Kusao
33754,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!, Fuyuki Hinata , Tomoko Kawakami
33755,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!, Giroro , Jouji Nakata
33756,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!, Keroro , Kumiko Watanabe
33757,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!, Kururu , Takehito Koyasu
33759,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!, Natsumi Hinata , Chiwa Saitou
33760,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!, Tamama , Etsuko Kozakura
33764,Mirai,Father , Gen Hoshino
33765,Mirai, Kun , Tasuku Hatanaka
33766,Mirai, Mirai , Haru Kuroki
33767,Mirai, Mother , Kumiko Asou
33768,Mirai, Yukko , Mitsuo Yoshihara
33769,Mirai, Grandfather , Kouji Yakusho
33770,Mirai, Grandmother , Yoshiko Miyazaki
33771,Mirai, Tokyo Station Robot , Matsunojou Kanda
33780,My Mental Choices are Completely Interfering with my School Romantic Comedy,Chocolat , Kaori Sadohara
33781,My Mental Choices are Completely Interfering with my School Romantic Comedy, Furano Yukihira , Yui Kondou
33782,My Mental Choices are Completely Interfering with my School Romantic Comedy, Kanade Amakusa , Toshiyuki Toyonaga
33783,My Mental Choices are Completely Interfering with my School Romantic Comedy, Ouka Yuuouji , Ayumi Tsuji
33784,My Mental Choices are Completely Interfering with my School Romantic Comedy, Ayame Reikadou , Rei Matsuzaki
33785,My Mental Choices are Completely Interfering with my School Romantic Comedy, Konagi Yawakaze , Misato
33786,My Mental Choices are Completely Interfering with my School Romantic Comedy, Seira Kokubyakuin , Hiromi Igarashi
33787,My Mental Choices are Completely Interfering with my School Romantic Comedy, Utage Douraku , Akiko Yajima
33801,Buddy Complex: Into the Skies of Tomorrow,Aoba Watase , Yoshitsugu Matsuoka
33802,Buddy Complex: Into the Skies of Tomorrow, Dio Jyunyou Weinberg , Kouki Uchiyama
33803,Buddy Complex: Into the Skies of Tomorrow, Hina Yumihara , Saori Hayami
33804,Buddy Complex: Into the Skies of Tomorrow, Alfried Gallant , Toshiyuki Morikawa
33805,Buddy Complex: Into the Skies of Tomorrow, Bizon Gerafil , Takahiro Sakurai
33806,Buddy Complex: Into the Skies of Tomorrow, Elvira Hill , Rina Satou
33807,Buddy Complex: Into the Skies of Tomorrow, Gengo Kuramitsu , Shou Hayami
33808,Buddy Complex: Into the Skies of Tomorrow, Mayuka Nasu , Kana Hanazawa
33815,Blade of the Immortal (2019),Manji , Kenjirou Tsuda
33816,Blade of the Immortal (2019), Rin Asano , Ayane Sakura
33817,Blade of the Immortal (2019), Kagehisa Anotsu , Nozomu Sasaki
33818,Blade of the Immortal (2019), Kagimura Habaki , Jouji Nakata
33819,Blade of the Immortal (2019), Magatsu Taito , Tatsuhisa Suzuki
33820,Blade of the Immortal (2019), Makie Otonotachibana , Houko Kuwashima
33821,Blade of the Immortal (2019), Shira , Tooru Nara
33822,Blade of the Immortal (2019), Yaobikuni , Rin Mizuhara
33833,Devils' Line,Tsukasa Taira , Yui Ishikawa
33834,Devils' Line, Yuuki Anzai , Yoshitsugu Matsuoka
33835,Devils' Line, Johannes Kleemann , Ryouhei Kimura
33836,Devils' Line, Juliana Llyod , Miyuki Sawashiro
33837,Devils' Line, Kenichi Yoshii , Shouta Aoi
33838,Devils' Line, Kirio Kikuhara , Takahiro Sakurai
33839,Devils' Line, Nanako Tenjou , Nao Touyama
33840,Devils' Line, Takashi Sawazaki , Yoshimasa Hosoya
33849,City Hunter: Bay City Wars,Kaori Makimura , Kazue Ikura
33850,City Hunter: Bay City Wars, Ryo Saeba , Akira Kamiya
33851,City Hunter: Bay City Wars, Saeko Nogami , Youko Asagami
33852,City Hunter: Bay City Wars, Umibozu , Tesshou Genda
33853,City Hunter: Bay City Wars, Claude , Kazuhiko Kishino
33854,City Hunter: Bay City Wars, Gomez , Takeshi Watabe
33855,City Hunter: Bay City Wars, Luna , Yuuko Kobayashi
33856,City Hunter: Bay City Wars, Miki , Miki Itou
33864,Doraemon Movie 40: Nobita no Shinkyouryuu,Doraemon , Wasabi Mizuta
33865,Doraemon Movie 40: Nobita no Shinkyouryuu, Gian , Subaru Kimura
33866,Doraemon Movie 40: Nobita no Shinkyouryuu, Nobita Nobi , Megumi Oohara
33867,Doraemon Movie 40: Nobita no Shinkyouryuu, Shizuka Minamoto , Yumi Kakazu
33868,Doraemon Movie 40: Nobita no Shinkyouryuu, Suneo Honekawa , Tomokazu Seki
33869,Doraemon Movie 40: Nobita no Shinkyouryuu, Gol , Yasuhiro Mamiya
33870,Doraemon Movie 40: Nobita no Shinkyouryuu, Jil , Takuya Kimura
33871,Doraemon Movie 40: Nobita no Shinkyouryuu, Kyouryuu , Daisuke Ono
33876,Ojamajo Doremi Na-i-sho,Aiko Seno , Yuki Matsuoka
33877,Ojamajo Doremi Na-i-sho, Doremi Harukaze , Chiemi Chiba
33879,Ojamajo Doremi Na-i-sho, Hazuki Fujiwara , Tomoko Akiya
33881,Ojamajo Doremi Na-i-sho, Onpu Segawa , Rumi Shishido
33882,Ojamajo Doremi Na-i-sho, Pop Harukaze , Sawa Ishige
33883,Ojamajo Doremi Na-i-sho, Dela , Chihiro Sakurai
33890,Shuffle!,Asa Shigure , Miki Itou
33891,Shuffle!, Kaede Fuyou , Yuuko Gotou
33892,Shuffle!, Nerine , Haruka Nagami
33893,Shuffle!, Rin Tsuchimi , Tomokazu Sugita
33894,Shuffle!, Sia , Sayaka Aoki
33895,Shuffle!, Ama Shigure , Yuria
33896,Shuffle!, Eustoma , Juurouta Kosugi
33897,Shuffle!, Forbesii , Toshiyuki Morikawa
33906,Detective Conan OVA 1: Conan vs Kid vs YAIBA,Conan Edogawa , Minami Takayama
33907,Detective Conan OVA 1: Conan vs Kid vs YAIBA, Kogoro Mori , Akira Kamiya
33908,Detective Conan OVA 1: Conan vs Kid vs YAIBA, Ran Mori , Wakana Yamazaki
33909,Detective Conan OVA 1: Conan vs Kid vs YAIBA, Ai Haibara , Megumi Hayashibara
33910,Detective Conan OVA 1: Conan vs Kid vs YAIBA, Ayumi Yoshida , Yukiko Iwai
33911,Detective Conan OVA 1: Conan vs Kid vs YAIBA, Genta Kojima , Wataru Takagi
33912,Detective Conan OVA 1: Conan vs Kid vs YAIBA, Heiji Hattori , Ryou Horikawa
33913,Detective Conan OVA 1: Conan vs Kid vs YAIBA, Kaito Kid , Kappei Yamaguchi
33921,"Keroro Gunsou Movie 5: Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!", Keroro , Kumiko Watanabe
33923,"Keroro Gunsou Movie 5: Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!", Dororo , Takeshi Kusao
33924,"Keroro Gunsou Movie 5: Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!", Giroro , Jouji Nakata
33926,"Keroro Gunsou Movie 5: Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!", Kururu , Takehito Koyasu
33927,"Keroro Gunsou Movie 5: Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!", Mois Angol , Mamiko Noto
33929,KINMOZA! Pretty Days,Alice Cartelet , Manami Tanaka
33930,KINMOZA! Pretty Days, Aya Komichi , Risa Taneda
33931,KINMOZA! Pretty Days, Karen Kujou , Nao Touyama
33932,KINMOZA! Pretty Days, Shinobu Oomiya , Asuka Nishi
33933,KINMOZA! Pretty Days, Youko Inokuma , Yumi Uchiyama
33934,KINMOZA! Pretty Days, Akari Kuzehashi , Saori Oonishi
33935,KINMOZA! Pretty Days, Honoka Matsubara , Ayaka Suwa
33936,KINMOZA! Pretty Days, Sakura Karasuma , Satomi Satou
33941,IGPX: Immortal Grand Prix 2nd Season,Amy Stapleton , Ryouko Ono
33942,IGPX: Immortal Grand Prix 2nd Season, Andrei Rublev , Masahiko Tanaka
33943,IGPX: Immortal Grand Prix 2nd Season, Aoi Himawari , Yumi Sudou
33944,IGPX: Immortal Grand Prix 2nd Season, Liz Ricarro , Akeno Watanabe
33945,IGPX: Immortal Grand Prix 2nd Season, Masa Ishikawa , Jin Horikawa
33946,IGPX: Immortal Grand Prix 2nd Season, Michiru Satomi , Emi Shinohara
33947,IGPX: Immortal Grand Prix 2nd Season, Takeshi Jin , Kouzou Mito
33953,Blood Blockade Battlefront OVA,Klaus V. Reinherz , Rikiya Koyama
33954,Blood Blockade Battlefront OVA, Leonardo Watch , Daisuke Sakaguchi
33955,Blood Blockade Battlefront OVA, Zapp Renfro , Kazuya Nakai
33956,Blood Blockade Battlefront OVA, Chain Sumeragi , Yuu Kobayashi
33957,Blood Blockade Battlefront OVA, Femt , Akira Ishida
33958,Blood Blockade Battlefront OVA, K.K. , Ai Orikasa
33959,Blood Blockade Battlefront OVA, Stephen A. Starphase , Mitsuru Miyamoto
33960,Blood Blockade Battlefront OVA, Zed O'Brien , Hikaru Midorikawa
33963,"Farewell, My Dear Cramer Movie: First Touch",Nozomi Onda , Miyuri Shimabukuro
33964,"Farewell, My Dear Cramer Movie: First Touch", Junpei Onda , Ryouko Shiraishi
33965,"Farewell, My Dear Cramer Movie: First Touch", Kaoru Takei , Ryouta Oosaka
33966,"Farewell, My Dear Cramer Movie: First Touch", Kouzou Samejima , Kouji Yusa
33967,"Farewell, My Dear Cramer Movie: First Touch", Sawa Echizen , Shion Wakayama
33968,"Farewell, My Dear Cramer Movie: First Touch", Tetsuji Yamada , Kouki Uchiyama
33969,"Farewell, My Dear Cramer Movie: First Touch", Yasuaki Tani , Shimba Tsuchiya
33977,Squid Girls Specials, Sanae Nagatsuki , Kanae Itou
33980,Squid Girls Specials, Ika Musume , Hisako Kanemoto
33984,Sakura Quest,Maki Midorikawa , Chika Anzai
33985,Sakura Quest, Ririko Oribe , Chiemi Tanaka
33986,Sakura Quest, Sanae Kozuki , Mikako Komatsu
33987,Sakura Quest, Shiori Shinomiya , Reina Ueda
33988,Sakura Quest, Yoshino Koharu , Ayaka Nanase
33989,Sakura Quest, Angelica , Nanako Mori
33990,Sakura Quest, Chitose Oriba , Maki Izawa
33991,Sakura Quest, Doku , Kazuhiro Yamaji
34004,ef - a tale of memories: Recollections,Chihiro Shindou , Natsumi Yanase
34005,ef - a tale of memories: Recollections, Renji Asou , Motoki Takagi
34006,ef - a tale of memories: Recollections, Hiro Hirono , Hiro Shimono
34007,ef - a tale of memories: Recollections, Kei Shindou , Junko Okada
34008,ef - a tale of memories: Recollections, Kyousuke Tsutsumi , Yuuki Tai
34009,ef - a tale of memories: Recollections, Miyako Miyamura , Hiroko Taguchi
34010,ef - a tale of memories: Recollections, Mizuki Hayama , Mai Goto
34011,ef - a tale of memories: Recollections, Yuu Himura , Kouichi Toochika
34012,Kiba,Noa , Kazuma Horie
34013,Kiba, Zed , Hiroyuki Yoshino
34014,Kiba, Hugh , Kappei Yamaguchi
34015,Kiba, Mikki , Nobuhisa Nakamoto
34016,Kiba, Rebecca , Marina Inoue
34017,Kiba, Robesu Redondo , Shinichirou Miki
34018,Kiba, Roya , Nana Mizuki
34019,Kiba, Aisha , Marina Inoue
34030,Whistle!,Daichi Fuwa , Takuya Eguchi
34031,Whistle!, Shigeki Satou , Hidenobu Kiuchi
34032,Whistle!, Shou Kazamatsuri , Shun Horie
34033,Whistle!, Tatsuya Mizuno , Shinnosuke Tachibana
34034,Whistle!, Hiroyoshi Noro , Rie Kugimiya
34035,Whistle!, Kou Kazamatsuri , Hiroki Takahashi
34036,Whistle!, Masato Takai , Shintarou Oohata
34037,Whistle!, Oyassan , Shiro Saito
34041,Saiyuki Reload Blast,Gojyo Sha , Hiroaki Hirata
34042,Saiyuki Reload Blast, Goku Son , Souichirou Hoshi
34043,Saiyuki Reload Blast, Hakkai Cho , Akira Ishida
34044,Saiyuki Reload Blast, Sanzo Genjyo , Toshihiko Seki
34045,Saiyuki Reload Blast, Dokugakuji , Jin Yamanoi
34046,Saiyuki Reload Blast, Gyokumen , Shinobu Satou
34047,Saiyuki Reload Blast, Kougaiji , Takeshi Kusao
34048,Saiyuki Reload Blast, Merciful Goddess , Rei Igarashi
34052,Gunslinger Girl,Angelica , Hitomi Terakado
34053,Gunslinger Girl, Claes , Ami Koshimizu
34054,Gunslinger Girl, Henrietta , Yuuka Nanri
34055,Gunslinger Girl, Rico , Kanako Mitsuhashi
34056,Gunslinger Girl, Triela , Eri Sendai
34057,Gunslinger Girl, Elsa De Sica , Mamiko Noto
34058,Gunslinger Girl, Giuse Croce , Hidenobu Kiuchi
34059,Gunslinger Girl, Jean Croce , Mitsuru Miyamoto
34068,Tamako Market,Dela Mochimazzi , Takumi Yamazaki
34069,Tamako Market, Kanna Makino , Juri Nagatsuma
34070,Tamako Market, Midori Tokiwa , Yuki Kaneko
34071,Tamako Market, Mochizou Ooji , Atsushi Tamaru
34072,Tamako Market, Tamako Kitashirakawa , Aya Suzaki
34073,Tamako Market, Anko Kitashirakawa , Rina Hidaka
34074,Tamako Market, Choi Mochimazzi , Yuri Yamaoka
34075,Tamako Market, Chouji Yumoto , Kyousei Tsukui
34084,Rurouni Kenshin Special,Kaoru Kamiya , Miki Fujitani
34085,Rurouni Kenshin Special, Kenshin Himura , Mayo Suzukaze
34086,Rurouni Kenshin Special, Ayame Gensai , Kaori Yuasa
34087,Rurouni Kenshin Special, Megumi Takani , Mika Doi
34088,Rurouni Kenshin Special, Sanosuke Sagara , Yuuji Ueda
34089,Rurouni Kenshin Special, Suzume Gensai , Noriko Namiki
34090,Rurouni Kenshin Special, Tsubame Sanjou , Yuri Shiratori
34091,Rurouni Kenshin Special, Yahiko Myojin , Miina Tominaga
34092,Amagami SS OVA,Ai Nanasaki , Yukana
34093,Amagami SS OVA, Haruka Lovely Morishima , Shizuka Itou
34094,Amagami SS OVA, Jun'Ichi Tachibana , Tomoaki Maeno
34095,Amagami SS OVA, Kaoru Tanamachi , Rina Satou
34096,Amagami SS OVA, Rihoko Sakurai , Ryouko Shintani
34097,Amagami SS OVA, Sae Nakata , Hiromi Konno
34098,Amagami SS OVA, Tsukasa Ayatsuji , Kaori Nazuka
34099,Amagami SS OVA, Manaka Hiba , Hitomi Harada
34100,Patlabor 2: The Movie,Kiichi Goto , Ryusuke Oobayashi
34101,Patlabor 2: The Movie, Shinobu Nagumo , Yoshiko Sakakibara
34102,Patlabor 2: The Movie, Isao Ota , Michihiro Ikemizu
34103,Patlabor 2: The Movie, Matsui , Tomomichi Nishimura
34104,Patlabor 2: The Movie, Shigeki Arakawa , Naoto Takenaka
34105,Patlabor 2: The Movie, Shigeo Shiba , Shigeru Chiba
34106,Patlabor 2: The Movie, Yukihiko Tsuge , Jinpachi Nezu
34107,Patlabor 2: The Movie, Asuma Shinohara , Toshio Furukawa
34116,Skull-face Bookseller Honda-san,Honda , Soma Saito
34117,Skull-face Bookseller Honda-san, Armour , Akemi Okamura
34118,Skull-face Bookseller Honda-san, Full Face , Hiroki Yasumoto
34119,Skull-face Bookseller Honda-san, Houtai , Eri Kitamura
34120,Skull-face Bookseller Honda-san, Kamibukuro , Yuuko Sanpei
34121,Skull-face Bookseller Honda-san, Koomote , Aya Endou
34122,Skull-face Bookseller Honda-san, Lantern , Kimiko Saitou
34123,Skull-face Bookseller Honda-san, Okitsune , Shizuka Itou
34127,Vampire Knight,Kaname Kuran , Daisuke Kishio
34128,Vampire Knight, Yuki Cross , Yui Horie
34129,Vampire Knight, Zero Kiryu , Mamoru Miyano
34130,Vampire Knight, Akatsuki Kain , Junichi Suwabe
34131,Vampire Knight, Hanabusa Aidou , Jun Fukuyama
34132,Vampire Knight, Kaien Cross , Hozumi Gouda
34133,Vampire Knight, Maria Kurenai , Mai Nakahara
34134,Vampire Knight, Rima Touya , Eri Kitamura
34143,You're Under Arrest!,Miyuki Kobayakawa , Akiko Hiramatsu
34144,You're Under Arrest!, Natsumi Tsujimoto , Sakiko Tamagawa
34145,You're Under Arrest!, Futaba Aoi , Rica Matsumoto
34146,You're Under Arrest!, Inspector Tokuno , Ikuya Sawaki
34147,You're Under Arrest!, Kachou , Issei Masamune
34148,You're Under Arrest!, Ken Nakajima , Bin Shimada
34149,You're Under Arrest!, Shouji Toukairin , Tomokazu Seki
34150,You're Under Arrest!, Yoriko Nikaidou , Etsuko Kozakura
34160,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom,Athrun Zala , Akira Ishida
34161,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom, Kira Yamato ,  Souichirou Hoshi
34162,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom, Rey Za Burrel , Toshihiko Seki
34163,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom, Shinn Asuka , Kenichi Suzumura
34164,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom, Andrew Waltfeld , Ryotaro Okiayu
34165,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom, Cagalli Yula Athha , Naomi Shindou
34166,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom, Gilbert Durandal , Shuuichi Ikeda
34167,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom, Lacus Clyne , Rie Tanaka
34171,Corpse Princess: Aka,Keisei Tagami , Keiji Fujiwara
34172,Corpse Princess: Aka, Makina Hoshimura , Nana Akiyama
34173,Corpse Princess: Aka, Ouri Kagami , Tatsuya Hasome
34174,Corpse Princess: Aka, Akasha Shishidou , Mitsuru Miyamoto
34175,Corpse Princess: Aka, Akira Touoka , Aoi Yuuki
34176,Corpse Princess: Aka, Black Cat , Yui Horie
34177,Corpse Princess: Aka, Honda , Nobutoshi Canna
34178,Corpse Princess: Aka, Itsuki Yamagami , Chise Nakamura
34187,Toriko,Komatsu , Daisuke Kishio
34188,Toriko, Toriko , Takashi Kondou
34189,Toriko, Tom , Keiji Fujiwara
34196,Elegant Youkai Apartment Life,Yuushi Inaba , Atsushi Abe
34197,Elegant Youkai Apartment Life, Akine Kuga , Miyuki Sawashiro
34198,Elegant Youkai Apartment Life, Akira Fukase , Kazuya Nakai
34199,Elegant Youkai Apartment Life, Antiquary , Shou Hayami
34200,Elegant Youkai Apartment Life, Fool , Takehito Koyasu
34201,Elegant Youkai Apartment Life, Furuhon-Ya , Tomokazu Sugita
34202,Elegant Youkai Apartment Life, Isshiki Reimei , Akira Ishida
34203,Elegant Youkai Apartment Life, Konatsu Yamamoto , Rie Kugimiya
34208,Lupin III Special 16: Stolen Lupin,Arsene Lupin Iii , Kanichi Kurita
34209,Lupin III Special 16: Stolen Lupin, Daisuke Jigen , Kiyoshi Kobayashi
34210,Lupin III Special 16: Stolen Lupin, Goemon Ishikawa Xiii , Makio Inoue
34211,Lupin III Special 16: Stolen Lupin, Fujiko Mine , Eiko Masuyama
34212,Lupin III Special 16: Stolen Lupin, Koichi Zenigata , Goro Naya
34213,Lupin III Special 16: Stolen Lupin, Brian Murphy , Takeshi Aono
34214,Lupin III Special 16: Stolen Lupin, Dollar Cross , Toru Shinagawa
34215,Lupin III Special 16: Stolen Lupin, Hakuryuu , Kiyomitsu Mizuuchi
34223,RIN-NE 2,Rinne Rokudou , Kaito Ishikawa
34224,RIN-NE 2, Sakura Mamiya , Marina Inoue
34225,RIN-NE 2, Ageha , Rie Murakawa
34226,RIN-NE 2, Kain , Soma Saito
34227,RIN-NE 2, Masato , Tetsuya Kakihara
34228,RIN-NE 2, Rokumon , Hitomi Nabatame
34229,RIN-NE 2, Sabato Rokudou , Kappei Yamaguchi
34230,RIN-NE 2, Tamako , Satsuki Yukino
34235,Sengoku Basara: Samurai Kings,Masamune Date , Kazuya Nakai
34236,Sengoku Basara: Samurai Kings, Yukimura Sanada , Souichirou Hoshi
34237,Sengoku Basara: Samurai Kings, Ieyasu Tokugawa , Tooru Ookawa
34238,Sengoku Basara: Samurai Kings, Kasuga , Natsuko Kuwatani
34239,Sengoku Basara: Samurai Kings, Keiji Maeda , Masakazu Morita
34240,Sengoku Basara: Samurai Kings, Kenshin Uesugi , Romi Park
34241,Sengoku Basara: Samurai Kings, Kojuurou Katakura , Toshiyuki Morikawa
34242,Sengoku Basara: Samurai Kings, Mitsuhide Akechi , Shou Hayami
34251,Koro-sensei Quest!,Kaede Kayano , Aya Suzaki
34252,Koro-sensei Quest!, Karma Akabane , Nobuhiko Okamoto
34253,Koro-sensei Quest!, Koro-Sensei , Jun Fukuyama
34254,Koro-sensei Quest!, Nagisa Shiota , Mai Fuchigami
34255,Koro-sensei Quest!, Hiroto Maehara , Shintarou Asanuma
34256,Koro-sensei Quest!, Itona Horibe , Megumi Ogata
34257,Koro-sensei Quest!, Megu Kataoka , Chie Matsuura
34258,Koro-sensei Quest!, Ryouma Terasaka , Subaru Kimura
34267,Black Jack Special: The 4 Miracles of Life,Black Jack , Akio Ootsuka
34268,Black Jack Special: The 4 Miracles of Life, Pinoko , Yuuko Mizutani
34269,Black Jack Special: The 4 Miracles of Life, Saruta , Takeshi Kusao
34271,Black Jack Special: The 4 Miracles of Life, Brain U-18 , Makoto Tsumura
34272,Black Jack Special: The 4 Miracles of Life, Davy , Souichirou Hoshi
34273,Black Jack Special: The 4 Miracles of Life, Davy'S Mother , Asako Dodo
